"","exp.box","exp.num","exp.id","start.date","colony.id","box.id","treat1","treat2","extract.id","treat.mgmL","FG.g","trash.g","trash2.g","sum.trash.trash2","marcynorm","marcynorm.sumtrash","PCA.dmso","PCA.na","PCA.dmso.sumtrash","PCA.na.sumtrash","trashing.success","n.ants","exp.hours","treat.application","acclimation","humidity.perc","date.box.poured","pour.controlled","fg.manip","location","dig.site","date.collected","soil.temps","chamber.depths","collected.by","recording","notes","ipad.pics","gopro.data","sample.sheet"
"153","e16.b10",16,"Oberlies R3","2020-09-16",412,10,"na","","","",0.5727,0.01073,NA,0.01073,-0.08725640919,-0.08725640919,-1.919561243,0,-1.919561243,0,"y","8",24,"pipette","y","100","2020-09-15","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 24.6C; Middle soil temp: 23.7C; Bottom soil temp: 22.6C","Top chamber: 6-16cm x 10cm; Middle chamber: 10-16cm x 7cm; Bottom chamber: 17-26cm x 4cm","Jonathan Klassen","","~1.5mL diH2O","","",""
"154","e17.b01",17,"3,7,14d crudes R1-2","2020-09-20",414,1,"crude","3d crude ","MB1079","10",0.3555,0.57752,NA,0.57752,NA,NA,21.33792756,85.0669743,21.33792756,85.0669743,"n","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 26.7C; Bottom soil temp: 26.0C","Top chamber: 6-17cm x 9cm; Bottom chamber: 12-24cm x 12cm","Jonathan Klassen","timelapse 12MP, 5s","2-3.5mL diH2O; day of setup JKH396 looks very slightly discolored (grayish) with slight brownish orange water drops similar to JKH393 that developed green pathogen; trash seemed infected, very stringy/stuck together 1-10? or just odds (jkh414)?","https://drive.google.com/drive/folders/13xj8D4PXP2U6D6p4emZaxUwc8obEpcPR?usp=sharing","kekws:/sda/GoPro/2020-09-20--2020-09-21_17.3d7d14dcrudesR1-2_hero5timelapsephoto5s/","https://docs.google.com/spreadsheets/d/1ogEMcXa_1HV5CO5oWO4-4Q9q9Za4-6aEekYj1dY0Apo/edit?usp=sharing"
"155","e17.b03",17,"3,7,14d crudes R1-2","2020-09-20",414,3,"crude","7d crude ","MB1080","10",0.3032,0.32609,NA,0.32609,NA,NA,-31.48794016,4.49593027,-31.48794016,4.49593027,"n","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 26.7C; Bottom soil temp: 26.0C","Top chamber: 6-17cm x 9cm; Bottom chamber: 12-24cm x 12cm","Jonathan Klassen","","2-3.5mL diH2O; seems sick at sampling (clumpy trash)","","",""
"156","e17.b05",17,"3,7,14d crudes R1-2","2020-09-20",414,5,"crude","14d crude ","MB1082","10",0.2438,0.39438,NA,0.39438,NA,NA,-17.14009581,26.3795424,-17.14009581,26.3795424,"n","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 26.7C; Bottom soil temp: 26.0C","Top chamber: 6-17cm x 9cm; Bottom chamber: 12-24cm x 12cm","Jonathan Klassen","","2-3.5mL diH2O; seems sick at sampling (clumpy trash)","","",""
"157","e17.b07",17,"3,7,14d crudes R1-2","2020-09-20",414,7,"dmso","","","0.50%",0.3023,0.47596,NA,0.47596,NA,NA,0,52.52195091,0,52.52195091,"n","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 26.7C; Bottom soil temp: 26.0C","Top chamber: 6-17cm x 9cm; Bottom chamber: 12-24cm x 12cm","Jonathan Klassen","","2-3.5mL diH2O; seems sick at sampling (clumpy trash)","","",""
"158","e17.b09",17,"3,7,14d crudes R1-2","2020-09-20",414,9,"na","","","",0.2559,0.31206,NA,0.31206,NA,NA,-34.43566686,0,-34.43566686,0,"n","8",24,"pipette","y","100","2020-08-19?","y?","min touch","ant room hood","NJ.Hawkins","2020-06-25","Top soil temp: 26.7C; Bottom soil temp: 26.0C","Top chamber: 6-17cm x 9cm; Bottom chamber: 12-24cm x 12cm","Jonathan Klassen","","~13.3mL diH2O; seems sick at sampling (clumpy trash); much older box","","",""
"159","e17.b02",17,"3,7,14d crudes R1-2","2020-09-20",396,2,"crude","3d crude","MB1079","10",0.2993,0.2198,NA,0.2198,NA,NA,67.40289414,17769.9187,67.40289414,17769.9187,"y","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 27.0C; Bottom soil temp: 26.6C","Top chamber: 19-27cm x 8cm; Bottom chamber: 37-44cm x 6cm","Jonathan Klassen","","2-3.5mL diH2O","","",""
"160","e17.b04",17,"3,7,14d crudes R1-2","2020-09-20",396,4,"crude","7d crude","MB1080","10",0.3369,0.29412,NA,0.29412,NA,NA,124.0060929,23812.19512,124.0060929,23812.19512,"y","9",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 27.0C; Bottom soil temp: 26.6C","Top chamber: 19-27cm x 8cm; Bottom chamber: 37-44cm x 6cm","Jonathan Klassen","","2-3.5mL diH2O; 9ants","","",""
"161","e17.b06",17,"3,7,14d crudes R1-2","2020-09-20",396,6,"crude","14d crude","MB1082","10",0.3486,0.48039,NA,0.48039,NA,NA,265.8720487,38956.09756,265.8720487,38956.09756,"y","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 27.0C; Bottom soil temp: 26.6C","Top chamber: 19-27cm x 8cm; Bottom chamber: 37-44cm x 6cm","Jonathan Klassen","","2-3.5mL diH2O","","",""
"162","e17.b08",17,"3,7,14d crudes R1-2","2020-09-20",396,8,"dmso","","","0.50%",0.5203,0.1313,NA,0.1313,NA,NA,0,10574.79675,0,10574.79675,"y","8",24,"pipette","y","100","2020-09-17","y","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 27.0C; Bottom soil temp: 26.6C","Top chamber: 19-27cm x 8cm; Bottom chamber: 37-44cm x 6cm","Jonathan Klassen","","2-3.5mL diH2O","","",""
"163","e17.b10",17,"3,7,14d crudes R1-2","2020-09-20",396,10,"na","","","",0.5168,0.00123,NA,0.00123,NA,NA,-99.06321401,0,-99.06321401,0,"y","8",24,"pipette","y","100","2020-08-19?","y?","min touch","ant room hood","NJ.BatonaF","2020-06-24","Top soil temp: 27.0C; Bottom soil temp: 26.6C","Top chamber: 19-27cm x 8cm; Bottom chamber: 37-44cm x 6cm","Jonathan Klassen","","13mL diH2O; much older box","","",""
"164","e18.b01",18,"Oberlies R4","2020-09-22",392,1,"Atroviridin B","","","0.25",0.2391,0.17631,NA,0.17631,-770.6012135,-770.6012135,381.7213115,127.8201318,381.7213115,127.8201318,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","NJ.QuakerB","2020-06-23","Top soil temp: 29.5C; Bottom soil temp: 25.8C","Top chamber: 10cm x 4cm x 3cm; Bottom chamber: 23cm x 8cm x10cm; Trash chamber: 2cm x 3cm x4cm","Emily Green","timelapse 12MP, 5s","~2.5mL diH2O; diff crude than Oberlies r1-3","https://drive.google.com/drive/folders/13yRrCM6AVYLJf6tR3hgcB9O_3KB8kLM6?usp=sharing","kekws:/sda/GoPro/2020-09-22--2020-09-23_18.OberliesPureCmpdsR4_hero5timelapsephoto5s/","https://docs.google.com/spreadsheets/d/1wS49pVn3fyjXXEUcMKaT0062xFEQmxzMq8O_WEghzZg/edit?usp=sharing"
"165","e18.b02",18,"Oberlies R4","2020-09-22",392,2,"01042-12-3 new","","","0.25",0.2235,0.03699,NA,0.03699,-2.151130723,-2.151130723,1.06557377,-52.20312702,1.06557377,-52.20312702,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","NJ.QuakerB","2020-06-23","Top soil temp: 29.5C; Bottom soil temp: 25.8C","Top chamber: 10cm x 4cm x 3cm; Bottom chamber: 23cm x 8cm x10cm; Trash chamber: 2cm x 3cm x4cm","Emily Green","","2-3mL diH2O","","",""
"166","e18.b03",18,"Oberlies R4","2020-09-22",392,3,"Trichokinin VI","","","0.25",0.2197,0.21405,NA,0.21405,-978.7644788,-978.7644788,484.8360656,176.5861222,484.8360656,176.5861222,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","NJ.QuakerB","2020-06-23","Top soil temp: 29.5C; Bottom soil temp: 25.8C","Top chamber: 10cm x 4cm x 3cm; Bottom chamber: 23cm x 8cm x10cm; Trash chamber: 2cm x 3cm x4cm","Emily Green","","3mL diH2O","","",""
"167","e18.b04",18,"Oberlies R4","2020-09-22",392,4,"01041-12-5 new","","","0.25",0.2071,0.03363,NA,0.03363,16.38168781,16.38168781,-8.114754098,-56.54477323,-8.114754098,-56.54477323,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","NJ.QuakerB","2020-06-23","Top soil temp: 29.5C; Bottom soil temp: 25.8C","Top chamber: 10cm x 4cm x 3cm; Bottom chamber: 23cm x 8cm x10cm; Trash chamber: 2cm x 3cm x4cm","Emily Green","","~2.5mL diH2O","","",""
"168","e18.b05",18,"Oberlies R4","2020-09-22",392,5,"Alamethicin F50","","","0.25",0.1277,0.018,NA,0.018,102.5923883,102.5923883,-50.81967213,-76.74118103,-50.81967213,-76.74118103,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","NJ.QuakerB","2020-06-23","Top soil temp: 29.5C; Bottom soil temp: 25.8C","Top chamber: 10cm x 4cm x 3cm; Bottom chamber: 23cm x 8cm x10cm; Trash chamber: 2cm x 3cm x4cm","Emily Green","","~2.5mL diH2O","","",""
"169","e18.b06",18,"Oberlies R4","2020-09-22",392,6,"Polysporin B","","","0.25",0.1982,0.20786,NA,0.20786,-944.6221732,-944.6221732,467.9234973,168.5876728,467.9234973,168.5876728,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","NJ.QuakerB","2020-06-23","Top soil temp: 29.5C; Bottom soil temp: 25.8C","Top chamber: 10cm x 4cm x 3cm; Bottom chamber: 23cm x 8cm x10cm; Trash chamber: 2cm x 3cm x4cm","Emily Green","","~2.5mL diH2O","","",""
"170","e18.b07",18,"Oberlies R4","2020-09-22",392,7,"Alamethicin","","","0.25",0.2318,0.09587,NA,0.09587,-326.9167126,-326.9167126,161.9398907,23.87905414,161.9398907,23.87905414,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","NJ.QuakerB","2020-06-23","Top soil temp: 29.5C; Bottom soil temp: 25.8C","Top chamber: 10cm x 4cm x 3cm; Bottom chamber: 23cm x 8cm x10cm; Trash chamber: 2cm x 3cm x4cm","Emily Green","","~2.5mL diH2O","","",""
"171","e18.b08",18,"Oberlies R4","2020-09-22",392,8,"crude","","MB1084","10",0.1608,0.01847,NA,0.01847,100,100,-49.53551913,-76.13386742,-49.53551913,-76.13386742,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","NJ.QuakerB","2020-06-23","Top soil temp: 29.5C; Bottom soil temp: 25.8C","Top chamber: 10cm x 4cm x 3cm; Bottom chamber: 23cm x 8cm x10cm; Trash chamber: 2cm x 3cm x4cm","Emily Green","","~2.5mL diH2O","","",""
"172","e18.b09",18,"Oberlies R4","2020-09-22",392,9,"dmso","","","0.50%",0.2801,0.0366,NA,0.0366,0,0,0,-52.7070681,0,-52.7070681,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","NJ.QuakerB","2020-06-23","Top soil temp: 29.5C; Bottom soil temp: 25.8C","Top chamber: 10cm x 4cm x 3cm; Bottom chamber: 23cm x 8cm x10cm; Trash chamber: 2cm x 3cm x4cm","Emily Green","","~2.5mL diH2O","","",""
"173","e18.b10",18,"Oberlies R4","2020-09-22",392,10,"na","","","",0.1632,0.07739,NA,0.07739,-224.9862107,-224.9862107,111.4480874,0,111.4480874,0,"n","8",24,"pipette","y","100","2020-09-21","y","min touch","ant room hood","NJ.QuakerB","2020-06-23","Top soil temp: 29.5C; Bottom soil temp: 25.8C","Top chamber: 10cm x 4cm x 3cm; Bottom chamber: 23cm x 8cm x10cm; Trash chamber: 2cm x 3cm x4cm","Emily Green","","~2.5mL diH2O","","",""
"174","e19.b01",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,1,"crude","3d crude","MB1079","10",0.4953,0.5833,0.1494,0.7327,NA,NA,186.9723507,5300.925926,260.4742694,6684.259259,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","timelapse 12MP, 5s","2-3mL diH20; most likely poured boxes 9/23 but didn't write down; diff crude than Oberlies r1-3","https://drive.google.com/drive/folders/14CJXJQQ4pAaNUGooSzPBrSDzMHldwX7p?usp=sharing","kekws:/sda/GoPro/2020-09-24--2020-09-25_19.3d7d14dcrudeR3_MB1084fracsR2_hero5timelapsephoto5s/","https://docs.google.com/spreadsheets/d/1AoUiYCcFtpaVFyRYGCj6zbxsarfDIPtDFzJTHF-GGQY/edit?usp=sharing"
"175","e19.b02",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,2,"crude","7d crude","MB1080","10",0.5142,0.52381,0.07581,0.59962,NA,NA,157.704418,4750.092593,195.0014759,5452.037037,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","","~2mL diH20","","",""
"176","e19.b03",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,3,"crude","14d crude","MB1082","10",0.5071,0.66556,NA,0.66556,NA,NA,227.4426842,6062.592593,227.4426842,6062.592593,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","","~2mL diH20","","",""
"177","e19.b04",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,4,"MB1084-A","A","MB1084-A","1",0.5001,0.17134,NA,0.17134,-12.2074346,-12.2074346,-15.7040244,1486.481481,-15.7040244,1486.481481,"kind of","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","","~2mL diH20","","",""
"178","e19.b05",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,5,"MB1084-B","B","MB1084-B","1",0.5244,0.43929,NA,0.43929,90.26694202,90.26694202,116.122208,3967.5,116.122208,3967.5,"kind of","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","","~2mL diH20","","",""
"179","e19.b06",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,6,"MB1084-C","C","MB1084-C","1",0.5301,0.24932,NA,0.24932,17.61511397,17.61511397,22.6606317,2208.518519,22.6606317,2208.518519,"kind of","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","","~2mL diH20","","",""
"180","e19.b07",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,7,"MB1084-D","D","MB1084-D","1",0.4851,0.46491,NA,0.46491,100.0650145,100.0650145,128.7267539,4204.722222,128.7267539,4204.722222,"kind of","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","","~2mL diH20","","",""
"181","e19.b08",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,8,"MB1084-E","E","MB1084-E","1",0.4965,0.58453,NA,0.58453,145.8122992,145.8122992,187.577487,5312.314815,187.577487,5312.314815,"kind of","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","","~2mL diH20","","",""
"182","e19.b09",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,9,"MB1084-F","F","MB1084-F","1",0.4131,0.11631,NA,0.11631,-33.25302126,-33.25302126,-42.77772311,976.9444444,-42.77772311,976.9444444,"kind of","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","","~2mL diH20","","",""
"183","e19.b10",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,10,"crude","crude","MB1084","10",0.4031,0.46474,NA,0.46474,100,100,128.6431172,4203.148148,128.6431172,4203.148148,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","","~2mL diH20","","",""
"184","e19.b11",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,11,"dmso","dmso","","0.50%",0.3915,0.20326,NA,0.20326,0,0,0,1782.037037,0,1782.037037,"kind of","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","","~2mL diH20; trash infected --> clings together","","",""
"185","e19.b12",19,"3,7,14dR3_1084fracsR2","2020-09-24",419,12,"na","na","","",0.4666,0.0108,NA,0.0108,-73.60409974,-73.60409974,-94.68660828,0,-94.68660828,0,"y","8",24,"pipette","y","100","2020-09-23","y","min touch","ant room hood","NJ.BTByrne","2020-06-26","Top soil temp: 23.6C; Middle soil temp: 21.6C; Bottom soil temp: 23.9C","Top chamber: 7-15cm x 10cm; Mddle chamber: 22-31cm x 10cm; Bottom chamber: 20-28cm x 8cm","Jonathan Klassen","","~2mL diH20","","",""
